Date,Open,High,Low,Close,Adj Close,Volume,Normalized_Close
2022-08-30,60.599998,63.220001,60.599998,62.32,61.198349,451011.0,0.7903294663676339
2022-08-31,62.759998,62.759998,60.799999,61.02,59.921749,503117.0,0.734702601450244
2022-09-01,60.400002,60.400002,58.84,59.220001,58.154148,347861.0,0.6576808312775999
2022-09-02,60.400002,61.32,59.299999,61.32,60.216351,410342.0,0.7475395702773338
2022-09-05,59.5,60.82,59.200001,60.5,59.411106,295840.0,0.7124518554832877
2022-09-06,60.32,61.259998,60.0,60.82,59.725349,334791.0,0.7261446222321839
2022-09-07,60.0,60.380001,58.299999,59.82,58.743347,384106.0,0.6833547261418838
2022-09-08,60.299999,60.400002,57.5,58.98,57.918465,453197.0,0.6474112134260317
2022-09-09,58.860001,60.799999,58.740002,60.380001,59.29327,324930.0,0.7073171107423482
2022-09-12,61.060001,62.779999,60.419998,62.48,61.355473,308016.0,0.797175849742082
2022-09-13,62.66,63.779999,60.560001,60.919998,59.823547,421722.0,0.7304235262614218
2022-09-14,60.419998,61.400002,59.68,60.66,59.56823,355203.0,0.7192982388577358
2022-09-15,60.700001,60.959999,56.860001,57.299999,56.2687,611259.0,0.5755241452044315
2022-09-16,56.459999,57.639999,55.66,57.380001,56.347263,767496.0,0.5789474224714477
2022-09-19,57.18,58.16,56.599998,57.68,56.641865,198004.0,0.5917843485086418
2022-09-20,58.099998,58.880001,55.68,55.68,54.67786,549071.0,0.5062045563280415
2022-09-21,55.200001,57.060001,54.880001,57.060001,56.033024,456639.0,0.565254655722552
2022-09-22,55.34,56.380001,54.060001,54.18,53.204857,485704.0,0.4420197121925915
2022-09-23,54.279999,54.279999,51.599998,53.139999,52.183575,613686.0,0.3975181774687837
2022-09-26,52.419998,54.200001,52.419998,52.779999,51.830051,439317.0,0.3821138148762755
2022-09-27,54.0,54.0,51.459999,51.919998,50.985531,567712.0,0.3453144614487213
2022-09-28,51.060001,53.240002,50.759998,53.139999,52.183575,620769.0,0.3975181774687837
2022-09-29,52.880001,52.880001,50.68,50.880001,49.964252,765822.0,0.3008130978844974
2022-09-30,49.310001,49.610001,46.459999,47.970001,47.106628,1146095.0,0.1762945002617246
2022-10-03,47.34,47.709999,45.639999,47.57,46.713825,820158.0,0.1591784990357083
2022-10-04,48.310001,50.720001,47.759998,50.439999,49.532169,848189.0,0.2819854580249734
2022-10-05,50.240002,51.240002,49.110001,49.380001,48.491249,373718.0,0.2366282537490474
2022-10-06,50.139999,51.360001,49.790001,50.119999,49.21793,638501.0,0.2682926912760772
2022-10-07,49.57,50.200001,47.389999,47.560001,46.704006,688079.0,0.1587506428647016
2022-10-10,46.23,48.52,45.959999,46.82,45.977322,741255.0,0.1270860769679835
2022-10-11,46.540001,47.75,46.540001,47.490002,46.635265,424915.0,0.1557553929282764
2022-10-12,47.389999,47.93,46.830002,46.880001,46.036243,377784.0,0.1296535135232972
2022-10-13,46.700001,47.209999,44.279999,46.450001,45.613983,647497.0,0.1112538582044684
2022-10-14,47.630001,47.900002,45.900002,46.380001,45.545242,479973.0,0.1082585654781473
2022-10-17,46.5,48.419998,45.650002,47.650002,46.792385,502865.0,0.1626017763027245
2022-10-18,48.790001,49.52,48.02,48.16,47.293205,489060.0,0.184424537728985
2022-10-19,48.189999,48.189999,46.709999,46.810001,45.967506,283747.0,0.1266582207969764
2022-10-20,46.400002,47.68,45.779999,47.299999,46.448685,390904.0,0.1476251843014313
2022-10-21,45.200001,45.880001,42.970001,43.849998,43.060776,1051696.0,0.0
2022-10-24,44.77,45.189999,43.84,44.66,43.856201,716350.0,0.0346599014129351
2022-10-25,44.060001,46.900002,43.23,46.82,45.977322,843426.0,0.1270860769679835
2022-10-26,47.0,47.700001,45.150002,47.009998,46.163902,1143927.0,0.1352160716453483
2022-10-27,47.02,47.720001,45.57,45.959999,45.132801,548352.0,0.0902867235404294
2022-10-28,45.200001,45.959999,44.75,45.779999,44.956039,434547.0,0.0825845422441751
2022-10-31,46.290001,46.41,44.450001,44.810001,44.003502,462745.0,0.0410784286163763
2022-11-01,45.75,47.09,45.669998,46.43,45.594341,544125.0,0.1103980174927663
2022-11-02,46.650002,47.23,45.869999,46.860001,46.016605,552544.0,0.1287977156014912
2022-11-03,46.119999,46.73,45.48,46.310001,45.476505,452832.0,0.1052632727518263
2022-11-04,46.700001,49.169998,41.310001,46.080002,45.250645,2608861.0,0.0954216394409535
2022-11-07,46.099998,47.57,45.740002,46.220001,45.388123,1038067.0,0.1014121821036995
2022-11-08,46.18,46.259998,45.099998,45.580002,44.759644,1065248.0,0.0740266913958034
2022-11-09,45.299999,46.110001,44.48,45.830002,45.005142,982193.0,0.0847241654183785
2022-11-10,45.439999,48.310001,44.259998,47.91,47.047707,1135876.0,0.1737270637064101
2022-11-11,49.73,51.939999,49.509998,51.939999,51.005173,817143.0,0.3461703021604234
2022-11-14,52.200001,52.32,50.779999,51.380001,50.455254,544228.0,0.3222080459296477
2022-11-15,51.599998,54.0,50.919998,52.52,51.574734,873321.0,0.3709884846826938
2022-11-16,52.400002,53.419998,52.240002,52.639999,51.692574,690887.0,0.3761232294236334
2022-11-17,52.799999,53.099998,51.279999,51.639999,50.710571,418038.0,0.3333333333333337
2022-11-18,52.0,52.16,50.34,51.439999,50.514172,576304.0,0.3247753541152736
2022-11-21,51.200001,51.48,49.919998,49.919998,49.021526,386882.0,0.259734669268121
2022-11-22,49.57,49.959999,48.849998,49.740002,48.844769,411674.0,0.2520326591314517
2022-11-23,50.200001,50.259998,48.880001,49.630001,48.736748,320518.0,0.2473257277716227
2022-11-24,49.73,50.880001,49.279999,50.619999,49.708931,230237.0,0.2896876393212275
2022-11-25,50.400002,50.400002,49.48,49.77,48.874229,252228.0,0.2533162704343688
2022-11-28,49.459999,50.040001,48.639999,48.650002,47.774387,404198.0,0.2053916723930247
