Date,Open,High,Low,Close,Adj Close,Volume,Normalized_Close
2022-08-30,149.039993,154.0,147.800003,151.539993,150.905319,521746.0,0.6315384881776844
2022-08-31,152.380005,152.619995,148.100006,148.279999,147.658981,648649.0,0.5957890208183132
2022-09-01,146.699997,147.020004,143.660004,145.160004,144.552063,631030.0,0.561574798517934
2022-09-02,147.220001,149.119995,143.360001,148.279999,147.658981,618112.0,0.5957890208183132
2022-09-05,144.059998,146.059998,142.440002,145.199997,144.591888,539463.0,0.5620133663337348
2022-09-06,142.820007,146.740005,142.699997,144.360001,143.755402,490248.0,0.552801874047552
2022-09-07,143.0,143.839996,140.020004,141.979996,141.385361,811122.0,0.5267024667901643
2022-09-08,142.660004,143.5,138.5,142.360001,141.763779,739308.0,0.530869645117455
2022-09-09,142.279999,146.759995,141.759995,145.360001,144.751221,625105.0,0.5637679885126006
2022-09-12,146.539993,151.639999,145.779999,149.220001,148.595047,565222.0,0.6060971903476875
2022-09-13,151.160004,151.639999,142.899994,142.899994,142.301514,706808.0,0.5367912701657798
2022-09-14,142.039993,144.759995,140.820007,142.300003,141.704041,584568.0,0.530211700181781
2022-09-15,141.679993,142.520004,135.779999,136.600006,136.027908,880409.0,0.4677048806293482
2022-09-16,133.5,135.639999,132.320007,135.139999,134.57402,2593823.0,0.451694276747576
2022-09-19,135.300003,138.399994,133.320007,136.699997,136.127487,536222.0,0.4688013933808226
2022-09-20,137.600006,138.660004,134.100006,135.740005,135.171509,718571.0,0.4582740112232919
2022-09-21,134.100006,137.080002,133.5,136.479996,135.908401,566910.0,0.4663888372323976
2022-09-22,133.0,136.419998,132.779999,133.460007,132.901062,641834.0,0.4332712921752102
2022-09-23,133.740005,134.380005,129.440002,130.960007,130.41153,855598.0,0.4058560060125891
2022-09-26,129.139999,133.139999,128.820007,130.100006,129.55513,698729.0,0.396425136606533
2022-09-27,128.800003,131.539993,127.300003,127.300003,126.766853,850482.0,0.3657199832060538
2022-09-28,125.379997,130.979996,124.360001,130.240005,129.69455,1020820.0,0.3979603816655253
2022-09-29,129.119995,129.440002,122.82,124.019997,123.500587,989289.0,0.329751061964008
2022-09-30,120.279999,121.040001,116.739998,118.879997,118.382111,1464885.0,0.2733852336136588
2022-10-03,117.879997,119.0,115.019997,119.0,118.501617,901404.0,0.274701200247808
2022-10-04,120.660004,126.199997,119.68,126.199997,125.671455,759899.0,0.3536571914978137
2022-10-05,125.559998,127.440002,121.919998,122.800003,122.285706,775574.0,0.3163724681133357
2022-10-06,123.199997,125.580002,121.139999,121.860001,121.34964,685234.0,0.306064298583961
2022-10-07,118.260002,120.760002,115.559998,115.559998,115.076019,1009111.0,0.2369777445558121
2022-10-10,113.940002,117.940002,113.220001,114.239998,113.761543,687813.0,0.2225024734619483
2022-10-11,113.660004,115.279999,112.5,115.080002,114.59803,535213.0,0.2317140534770467
2022-10-12,115.080002,116.519997,111.300003,111.879997,111.41143,627688.0,0.1966224323583194
2022-10-13,109.900002,114.739998,107.459999,113.120003,112.64624,970729.0,0.2102204800916662
2022-10-14,115.68,116.339996,111.739998,114.120003,113.642052,716323.0,0.2211865945567146
2022-10-17,114.300003,119.059998,112.360001,118.18,117.685051,611802.0,0.2657089863864683
2022-10-18,120.32,121.300003,118.279999,118.279999,117.78463,517632.0,0.2668055868668586
2022-10-19,118.900002,118.900002,114.620003,115.68,115.195518,441897.0,0.238293700223847
2022-10-20,115.580002,116.059998,112.440002,114.800003,114.319206,602305.0,0.2286435523929477
2022-10-21,105.5,107.099998,101.839996,103.860001,103.425026,2343672.0,0.1086742382130883
2022-10-24,102.779999,105.18,102.099998,103.82,103.385185,1023030.0,0.1082355826683718
2022-10-25,102.699997,103.059998,94.620003,100.5,100.079094,2593953.0,0.0718280826444111
2022-10-26,100.540001,102.459999,97.199997,102.0,101.572815,1319846.0,0.0882772543419838
2022-10-27,100.019997,103.199997,99.260002,99.339996,98.92395,1202931.0,0.0591073460004969
2022-10-28,97.720001,99.82,96.800003,99.349998,98.933907,906780.0,0.0592170290773763
2022-10-31,100.32,100.400002,98.339996,98.980003,98.56546,644178.0,0.0551596215558807
2022-11-01,100.360001,101.459999,97.949997,98.970001,98.555504,723528.0,0.0550499384790013
2022-11-02,98.230003,98.760002,96.550003,96.879997,96.474251,860172.0,0.0321307153825922
2022-11-03,95.989998,96.769997,93.400002,93.949997,93.556526,933785.0,0.0
2022-11-04,96.0,121.260002,94.970001,114.040001,113.562386,4104049.0,0.2203092834672819
2022-11-07,111.919998,115.580002,108.900002,114.959999,114.478531,1316309.0,0.2303980868428976
2022-11-08,114.0,120.480003,111.5,120.0,119.497429,1825055.0,0.2856673147128565
2022-11-09,116.5,125.580002,116.260002,124.440002,123.918831,1819798.0,0.3343568848699008
2022-11-10,121.800003,129.199997,119.760002,128.0,127.463921,1358143.0,0.3733962304332443
2022-11-11,130.0,137.059998,128.720001,135.639999,135.07193,1358362.0,0.4571773339801002
2022-11-14,136.419998,137.100006,131.320007,131.860001,131.307755,1010308.0,0.4157254432344461
2022-11-15,132.479996,132.679993,127.660004,132.119995,131.566666,1055741.0,0.4185765671986716
2022-11-16,131.699997,133.240005,129.100006,129.720001,129.176712,757179.0,0.392257958279242
2022-11-17,130.0,130.899994,127.839996,129.039993,128.499557,521373.0,0.3848009127140936
2022-11-18,130.039993,130.5,125.959999,129.199997,128.65889,1106151.0,0.386555534892959
2022-11-21,128.199997,128.720001,123.139999,124.300003,123.779419,629747.0,0.3328216398109083
2022-11-22,123.959999,125.099998,122.019997,123.0,122.484863,513158.0,0.3185656581080018
2022-11-23,123.300003,125.139999,121.839996,124.300003,123.779419,425774.0,0.3328216398109083
2022-11-24,124.300003,127.599998,123.239998,126.660004,126.129539,357085.0,0.3587016809145371
2022-11-25,126.400002,126.400002,123.099998,123.980003,123.460762,478674.0,0.3293124831820928
2022-11-28,123.379997,124.660004,121.260002,121.260002,120.752151,552970.0,0.2994846408710465
2022-11-29,123.0,125.639999,120.080002,120.940002,120.433495,634258.0,0.2959754842422311
2022-11-30,122.0,123.080002,120.800003,122.260002,121.747963,737949.0,0.3104507553360949
2022-12-01,124.639999,127.68,123.879997,124.919998,124.39682,621297.0,0.3396205759486661
2022-12-02,123.199997,126.339996,122.099998,124.260002,123.739586,604971.0,0.3323829842661918
2022-12-05,123.959999,127.0,121.599998,122.059998,121.548798,561951.0,0.3082574885786273
2022-12-06,121.559998,122.5,118.419998,119.059998,118.561363,583092.0,0.2753591451834818
2022-12-07,118.0,118.980003,116.379997,117.559998,117.067642,485959.0,0.258909973485909
2022-12-08,117.599998,117.699997,114.599998,117.540001,117.047729,458121.0,0.2586906840949516
2022-12-09,118.379997,119.959999,117.379997,118.900002,118.402031,519137.0,0.2736046107335321
2022-12-12,117.699997,118.239998,115.800003,117.5,117.007896,386176.0,0.2582520285502352
2022-12-13,117.339996,126.080002,117.18,124.0,123.480675,797534.0,0.3295317725730504
2022-12-14,122.800003,124.160004,121.540001,123.980003,123.460762,541099.0,0.3293124831820928
2022-12-15,122.0,122.379997,117.639999,118.559998,118.063454,981327.0,0.2698760879509576
2022-12-16,117.959999,122.519997,116.660004,121.099998,120.592819,1549332.0,0.2977300186921809
2022-12-19,122.900002,122.900002,119.800003,121.18,120.672485,462728.0,0.2986073297816136
2022-12-20,119.540001,121.300003,117.5,118.300003,117.80455,561316.0,0.2670249530206174
2022-12-21,122.5,129.360001,122.5,126.300003,125.771042,885425.0,0.3547538687410052
2022-12-22,124.900002,127.199997,124.400002,125.160004,124.635818,366134.0,0.3422525092169646
2022-12-23,124.940002,126.779999,123.860001,125.860001,125.332886,279834.0,0.3499287564441551
2022-12-27,126.959999,127.160004,125.300003,126.339996,125.810867,224479.0,0.355192436556806
2022-12-28,126.339996,129.059998,125.779999,125.779999,125.25322,279425.0,0.3490514453547222
2022-12-29,125.019997,129.440002,124.160004,128.380005,127.842331,388380.0,0.3775634087605353
2022-12-30,127.800003,128.039993,126.0,127.459999,126.926178,251398.0,0.3674745176560037
2023-01-02,128.339996,128.660004,126.199997,127.699997,127.165176,278889.0,0.3701063631953862
2023-01-03,129.740005,133.360001,129.020004,131.880005,131.327682,437757.0,0.415944809388205
2023-01-04,132.199997,138.880005,132.199997,138.380005,137.800446,870762.0,0.48722455341102
2023-01-05,138.220001,140.860001,137.520004,138.539993,137.959778,421267.0,0.4889790001320542
2023-01-06,139.580002,140.679993,137.199997,140.679993,140.090805,518333.0,0.5124464850872579
